year_film,year_ceremony,ceremony,category,name,film,winner
1965,1966,38,MUSIC (Music Score--substantially original),Alex North,The Agony and the Ecstasy,FALSE
1965,1966,38,MUSIC (Music Score--substantially original),Maurice Jarre,Doctor Zhivago,TRUE
1965,1966,38,MUSIC (Music Score--substantially original),Alfred Newman,The Greatest Story Ever Told,FALSE
1965,1966,38,MUSIC (Music Score--substantially original),Jerry Goldsmith,A Patch of Blue,FALSE
1965,1966,38,MUSIC (Music Score--substantially original),"Michel Legrand, Jacques Demy",The Umbrellas of Cherbourg,FALSE
1965,1966,38,MUSIC (Scoring of Music--adaptation or treatment),DeVol,Cat Ballou,FALSE
1965,1966,38,MUSIC (Scoring of Music--adaptation or treatment),"Lionel Newman, Alexander Courage",The Pleasure Seekers,FALSE
1965,1966,38,MUSIC (Scoring of Music--adaptation or treatment),Irwin Kostal,The Sound of Music,TRUE
1965,1966,38,MUSIC (Scoring of Music--adaptation or treatment),Don Walker,A Thousand Clowns,FALSE
1965,1966,38,MUSIC (Scoring of Music--adaptation or treatment),Michel Legrand,The Umbrellas of Cherbourg,FALSE
1965,1966,38,MUSIC (Song),Music by Jerry Livingston; Lyrics by Mack David,Cat Ballou,FALSE
1965,1966,38,MUSIC (Song),Music by Michel Legrand; Lyrics by Jacques Demy; English Lyrics by Norman Gimbel,The Umbrellas of Cherbourg,FALSE
1965,1966,38,MUSIC (Song),Music by Johnny Mandel; Lyrics by Paul Francis Webster,The Sandpiper,TRUE
1965,1966,38,MUSIC (Song),Music by Henry Mancini; Lyrics by Johnny Mercer,The Great Race,FALSE
1965,1966,38,MUSIC (Song),Music by Burt Bacharach; Lyrics by Hal David,What's New Pussycat?,FALSE
1965,1966,38,BEST PICTURE,"Joseph Janni, Producer",Darling,FALSE
1965,1966,38,BEST PICTURE,"Carlo Ponti, Producer",Doctor Zhivago,FALSE
1965,1966,38,BEST PICTURE,"Stanley Kramer, Producer",Ship of Fools,FALSE
1965,1966,38,BEST PICTURE,"Robert Wise, Producer",The Sound of Music,TRUE
1965,1966,38,BEST PICTURE,"Fred Coe, Producer",A Thousand Clowns,FALSE
1965,1966,38,SHORT SUBJECT (Cartoon),"Eliot Noyes, Jr., Producer",Clay or The Origin of Species,FALSE
1965,1966,38,SHORT SUBJECT (Cartoon),"Chuck Jones and Les Goldman, Producers",The Dot and the Line,TRUE
1965,1966,38,SHORT SUBJECT (Cartoon),"Emanuele Luzzati, Producer",The Thieving Magpie (La Gazza Ladra),FALSE
1965,1966,38,SHORT SUBJECT (Live Action),"Claude Berri, Producer",The Chicken (Le Poulet),TRUE
1965,1966,38,SHORT SUBJECT (Live Action),"Lothar Wolff, Producer",Fortress of Peace,FALSE
1965,1966,38,SHORT SUBJECT (Live Action),"Marshal Backlar and Noel Black, Producers",Skaterdater,FALSE
1965,1966,38,SHORT SUBJECT (Live Action),"Edgar Anstey, Producer",Snow,FALSE
1965,1966,38,SHORT SUBJECT (Live Action),"Jim Henson, Producer",Time Piece,FALSE
1965,1966,38,SOUND,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director",The Agony and the Ecstasy,FALSE
1965,1966,38,SOUND,"Metro-Goldwyn-Mayer British Studio Sound Department, A. W. Watkins, Sound Director; and Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",Doctor Zhivago,FALSE
1965,1966,38,SOUND,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director",The Great Race,FALSE
1965,1966,38,SOUND,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director",Shenandoah,FALSE
1965,1966,38,SOUND,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director",The Sound of Music,TRUE
1965,1966,38,SOUND EFFECTS,Tregoweth Brown,The Great Race,TRUE
1965,1966,38,SOUND EFFECTS,Walter A. Rossi,Von Ryan's Express,FALSE
1965,1966,38,SPECIAL VISUAL EFFECTS,J. McMillan Johnson,The Greatest Story Ever Told,FALSE
1965,1966,38,SPECIAL VISUAL EFFECTS,John Stears,Thunderball,TRUE
1965,1966,38,WRITING (Screenplay--based on material from another medium),"Walter Newman, Frank R. Pierson",Cat Ballou,FALSE
1965,1966,38,WRITING (Screenplay--based on material from another medium),"Stanley Mann, John Kohn",The Collector,FALSE
1965,1966,38,WRITING (Screenplay--based on material from another medium),Robert Bolt,Doctor Zhivago,TRUE
1965,1966,38,WRITING (Screenplay--based on material from another medium),Abby Mann,Ship of Fools,FALSE
1965,1966,38,WRITING (Screenplay--based on material from another medium),Herb Gardner,A Thousand Clowns,FALSE
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),"Age, Scarpelli, Mario Monicelli, Tonino Guerra, Giorgio Salvioni, Suso Cecchi D'Amico",Casanova '70,FALSE
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),Frederic Raphael,Darling,TRUE
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),"Jack Davies, Ken Annakin",Those Magnificent Men in Their Flying Machines,FALSE
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),"Franklin Coen, Frank Davis",The Train,FALSE
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),Jacques Demy,The Umbrellas of Cherbourg,FALSE
1965,1966,38,JEAN HERSHOLT HUMANITARIAN AWARD,Edmond L. DePatie,,TRUE
1965,1966,38,HONORARY AWARD, Bob Hope for unique and distinguished service to our industry and the Academy.,,TRUE
1965,1966,38,IRVING G. THALBERG MEMORIAL AWARD,William Wyler,,TRUE
1966,1967,39,ACTOR,Alan Arkin,The Russians Are Coming The Russians Are Coming,FALSE
1966,1967,39,ACTOR,Richard Burton,Who's Afraid of Virginia Woolf?,FALSE
1966,1967,39,ACTOR,Michael Caine,Alfie,FALSE
1966,1967,39,ACTOR,Steve McQueen,The Sand Pebbles,FALSE
1966,1967,39,ACTOR,Paul Scofield,A Man for All Seasons,TRUE
1966,1967,39,ACTOR IN A SUPPORTING ROLE,Mako,The Sand Pebbles,FALSE
1966,1967,39,ACTOR IN A SUPPORTING ROLE,James Mason,Georgy Girl,FALSE
1966,1967,39,ACTOR IN A SUPPORTING ROLE,Walter Matthau,The Fortune Cookie,TRUE
1966,1967,39,ACTOR IN A SUPPORTING ROLE,George Segal,Who's Afraid of Virginia Woolf?,FALSE
1966,1967,39,ACTOR IN A SUPPORTING ROLE,Robert Shaw,A Man for All Seasons,FALSE
1966,1967,39,ACTRESS,Anouk Aimee,A Man and a Woman,FALSE
1966,1967,39,ACTRESS,Ida Kaminska,The Shop on Main Street,FALSE
1966,1967,39,ACTRESS,Lynn Redgrave,Georgy Girl,FALSE
1966,1967,39,ACTRESS,Vanessa Redgrave,Morgan!,FALSE
1966,1967,39,ACTRESS,Elizabeth Taylor,Who's Afraid of Virginia Woolf?,TRUE
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Sandy Dennis,Who's Afraid of Virginia Woolf?,TRUE
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Wendy Hiller,A Man for All Seasons,FALSE
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Jocelyne Lagarde,Hawaii,FALSE
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Vivien Merchant,Alfie,FALSE
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,You're a Big Boy Now,FALSE
1966,1967,39,ART DIRECTION (Black-and-White),Art Direction:  Robert Luthardt;  Set Decoration:  Edward G. Boyle,The Fortune Cookie,FALSE
1966,1967,39,ART DIRECTION (Black-and-White),Luigi Scaccianoce,The Gospel According to St. Matthew,FALSE
1966,1967,39,ART DIRECTION (Black-and-White),"Art Direction:  Willy Holt;  Set Decoration:  Marc Frederix, Pierre Guffroy",Is Paris Burning?,FALSE
1966,1967,39,ART DIRECTION (Black-and-White),"Art Direction:  George W. Davis, Paul Groesse;  Set Decoration:  Henry Grace, Hugh Hunt",Mister Buddwing,FALSE
1966,1967,39,ART DIRECTION (Black-and-White),Art Direction:  Richard Sylbert;  Set Decoration:  George James Hopkins,Who's Afraid of Virginia Woolf?,TRUE
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Jack Martin Smith, Dale Hennesy;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",Fantastic Voyage,TRUE
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  John McCarthy, John Austin",Gambit,FALSE
1966,1967,39,ART DIRECTION (Color),Piero Gherardi,Juliet of the Spirits,FALSE
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Arthur Lonergan;  Set Decoration:  Robert Benton, James Payne",The Oscar,FALSE
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Boris Leven;  Set Decoration:  Walter M. Scott, John Sturtevant, William Kiernan",The Sand Pebbles,FALSE
1966,1967,39,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,The Fortune Cookie,FALSE
1966,1967,39,CINEMATOGRAPHY (Black-and-White),Ken Higgins,Georgy Girl,FALSE
1966,1967,39,CINEMATOGRAPHY (Black-and-White),Marcel Grignon,Is Paris Burning?,FALSE
1966,1967,39,CINEMATOGRAPHY (Black-and-White),James Wong Howe,Seconds,FALSE
1966,1967,39,CINEMATOGRAPHY (Black-and-White),Haskell Wexler,Who's Afraid of Virginia Woolf?,TRUE
1966,1967,39,CINEMATOGRAPHY (Color),Ernest Laszlo,Fantastic Voyage,FALSE
1966,1967,39,CINEMATOGRAPHY (Color),Russell Harlan,Hawaii,FALSE
1966,1967,39,CINEMATOGRAPHY (Color),Ted Moore,A Man for All Seasons,TRUE
1966,1967,39,CINEMATOGRAPHY (Color),Conrad Hall,The Professionals,FALSE
1966,1967,39,CINEMATOGRAPHY (Color),Joseph MacDonald,The Sand Pebbles,FALSE
1966,1967,39,COSTUME DESIGN (Black-and-White),Danilo Donati,The Gospel According to St. Matthew,FALSE
1966,1967,39,COSTUME DESIGN (Black-and-White),Danilo Donati,Mandragola,FALSE
1966,1967,39,COSTUME DESIGN (Black-and-White),Helen Rose,Mister Buddwing,FALSE
1966,1967,39,COSTUME DESIGN (Black-and-White),Jocelyn Rickards,Morgan!,FALSE
1966,1967,39,COSTUME DESIGN (Black-and-White),Irene Sharaff,Who's Afraid of Virginia Woolf?,TRUE
1966,1967,39,COSTUME DESIGN (Color),Jean Louis,Gambit,FALSE
1966,1967,39,COSTUME DESIGN (Color),Dorothy Jeakins,Hawaii,FALSE
1966,1967,39,COSTUME DESIGN (Color),Piero Gherardi,Juliet of the Spirits,FALSE
1966,1967,39,COSTUME DESIGN (Color),"Elizabeth Haffenden, Joan Bridge",A Man for All Seasons,TRUE
1966,1967,39,COSTUME DESIGN (Color),Edith Head,The Oscar,FALSE
1966,1967,39,DIRECTING,Michelangelo Antonioni,Blow-Up,FALSE
1966,1967,39,DIRECTING,Claude Lelouch,A Man and a Woman,FALSE
1966,1967,39,DIRECTING,Fred Zinnemann,A Man for All Seasons,TRUE
1966,1967,39,DIRECTING,Richard Brooks,The Professionals,FALSE
1966,1967,39,DIRECTING,Mike Nichols,Who's Afraid of Virginia Woolf?,FALSE
1966,1967,39,DOCUMENTARY (Feature),"Alfred R. Kelman, Producer",The Face of Genius,FALSE
1966,1967,39,DOCUMENTARY (Feature),"Peter Jones and Tom Daly, Producers",Helicopter Canada,FALSE
1966,1967,39,DOCUMENTARY (Feature),"Haroun Tazieff, Producer",Le Volcan Interdit (The Forbidden Volcano),FALSE
1966,1967,39,DOCUMENTARY (Feature),"Alex Grasshoff, Producer",The Really Big Family,FALSE
1966,1967,39,DOCUMENTARY (Feature),"Peter Watkins, Producer",The War Game,TRUE
1966,1967,39,DOCUMENTARY (Short Subject),"Marin Karmitz and Vladimir Forgency, Producers",Adolescence,FALSE
1966,1967,39,DOCUMENTARY (Short Subject),"Michael Ahnemann and Gary Schlosser, Producers",Cowboy,FALSE
1966,1967,39,DOCUMENTARY (Short Subject),"Lee R. Bobker and Helen Kristt Radin, Producers",The Odds Against,FALSE
1966,1967,39,DOCUMENTARY (Short Subject),Mafilm Studio,Saint Matthew Passion,FALSE
1966,1967,39,DOCUMENTARY (Short Subject),"Edmond A. Levy, Producer",A Year toward Tomorrow,TRUE
1966,1967,39,FILM EDITING,William B. Murphy,Fantastic Voyage,FALSE
1966,1967,39,FILM EDITING,"Fredric Steinkamp, Henry Berman, Stewart Linder, Frank Santillo",Grand Prix,TRUE
1966,1967,39,FILM EDITING,"Hal Ashby, J. Terry Williams",The Russians Are Coming The Russians Are Coming,FALSE
1966,1967,39,FILM EDITING,William Reynolds,The Sand Pebbles,FALSE
1966,1967,39,FILM EDITING,Sam O'Steen,Who's Afraid of Virginia Woolf?,FALSE
1966,1967,39,FOREIGN LANGUAGE FILM,Italy,The Battle of Algiers,FALSE
1966,1967,39,FOREIGN LANGUAGE FILM,Czechoslovakia,Loves of a Blonde,FALSE
1966,1967,39,FOREIGN LANGUAGE FILM,France,A Man and a Woman,TRUE
1966,1967,39,FOREIGN LANGUAGE FILM,Poland,Pharaoh,FALSE
1966,1967,39,FOREIGN LANGUAGE FILM,Yugoslavia,Three,FALSE
1966,1967,39,MUSIC (Original Music Score),Toshiro Mayuzumi,The Bible,FALSE
1966,1967,39,MUSIC (Original Music Score),John Barry,Born Free,TRUE
1966,1967,39,MUSIC (Original Music Score),Elmer Bernstein,Hawaii,FALSE
1966,1967,39,MUSIC (Original Music Score),Jerry Goldsmith,The Sand Pebbles,FALSE
1966,1967,39,MUSIC (Original Music Score),Alex North,Who's Afraid of Virginia Woolf?,FALSE
1966,1967,39,MUSIC (Scoring of Music--adaptation or treatment),Ken Thorne,A Funny Thing Happened on the Way to the Forum,TRUE
1966,1967,39,MUSIC (Scoring of Music--adaptation or treatment),Luis Enrique Bacalov,The Gospel According to St. Matthew,FALSE
1966,1967,39,MUSIC (Scoring of Music--adaptation or treatment),Elmer Bernstein,Return of the Seven,FALSE
1966,1967,39,MUSIC (Scoring of Music--adaptation or treatment),Harry Sukman,The Singing Nun,FALSE
1966,1967,39,MUSIC (Scoring of Music--adaptation or treatment),Al Ham,Stop the World--I Want to Get Off,FALSE
1966,1967,39,MUSIC (Song),Music by Burt Bacharach; Lyrics by Hal David,Alfie,FALSE
1966,1967,39,MUSIC (Song),Music by John Barry; Lyrics by Don Black,Born Free,TRUE
1966,1967,39,MUSIC (Song),Music by Tom Springfield; Lyrics by Jim Dale,Georgy Girl,FALSE
1966,1967,39,MUSIC (Song),Music by Elmer Bernstein; Lyrics by Mack David,Hawaii,FALSE
1966,1967,39,MUSIC (Song),Music by Johnny Mandel; Lyrics by Paul Francis Webster,An American Dream,FALSE
1966,1967,39,BEST PICTURE,"Lewis Gilbert, Producer",Alfie,FALSE
1966,1967,39,BEST PICTURE,"Fred Zinnemann, Producer",A Man for All Seasons,TRUE
1966,1967,39,BEST PICTURE,"Norman Jewison, Producer",The Russians Are Coming The Russians Are Coming,FALSE
1966,1967,39,BEST PICTURE,"Robert Wise, Producer",The Sand Pebbles,FALSE
1966,1967,39,BEST PICTURE,"Ernest Lehman, Producer",Who's Afraid of Virginia Woolf?,FALSE
1966,1967,39,SHORT SUBJECT (Cartoon),"Wolf Koenig and Robert Verrall, Producers",The Drag,FALSE
1966,1967,39,SHORT SUBJECT (Cartoon),"John Hubley and Faith Hubley, Producers",Herb Alpert and the Tijuana Brass Double Feature,TRUE
1966,1967,39,SHORT SUBJECT (Cartoon),"David H. DePatie and Friz Freleng, Producers",The Pink Blueprint,FALSE
1966,1967,39,SHORT SUBJECT (Live Action),"Derek Williams, Producer",Turkey the Bridge,FALSE
1966,1967,39,SHORT SUBJECT (Live Action),"Edgar Anstey, Producer",Wild Wings,TRUE
1966,1967,39,SHORT SUBJECT (Live Action),"Leslie Winik, Producer",The Winning Strain,FALSE
1966,1967,39,SOUND,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director",Gambit,FALSE
1966,1967,39,SOUND,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",Grand Prix,TRUE
1966,1967,39,SOUND,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",Hawaii,FALSE
1966,1967,39,SOUND,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director",The Sand Pebbles,FALSE
1966,1967,39,SOUND,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director",Who's Afraid of Virginia Woolf?,FALSE
1966,1967,39,SOUND EFFECTS,Walter Rossi,Fantastic Voyage,FALSE
1966,1967,39,SOUND EFFECTS,Gordon Daniel,Grand Prix,TRUE
1966,1967,39,SPECIAL VISUAL EFFECTS,Art Cruickshank,Fantastic Voyage,TRUE
1966,1967,39,SPECIAL VISUAL EFFECTS,Linwood G. Dunn,Hawaii,FALSE
1966,1967,39,WRITING (Screenplay--based on material from another medium),Bill Naughton,Alfie,FALSE
1966,1967,39,WRITING (Screenplay--based on material from another medium),Robert Bolt,A Man for All Seasons,TRUE
1966,1967,39,WRITING (Screenplay--based on material from another medium),Richard Brooks,The Professionals,FALSE
1966,1967,39,WRITING (Screenplay--based on material from another medium),William Rose,The Russians Are Coming The Russians Are Coming,FALSE
1966,1967,39,WRITING (Screenplay--based on material from another medium),Ernest Lehman,Who's Afraid of Virginia Woolf?,FALSE
1966,1967,39,WRITING (Story and Screenplay--written directly for the screen),"Story by Michelangelo Antonioni;  Screenplay by Michelangelo Antonioni, Tonino Guerra, Edward Bond",Blow-Up,FALSE
1966,1967,39,WRITING (Story and Screenplay--written directly for the screen),"Billy Wilder, I. A. L. Diamond",The Fortune Cookie,FALSE
1966,1967,39,WRITING (Story and Screenplay--written directly for the screen),Robert Ardrey,Khartoum,FALSE
1966,1967,39,WRITING (Story and Screenplay--written directly for the screen),"Story by Claude Lelouch;  Screenplay by Claude Lelouch, Pierre Uytterhoeven",A Man and a Woman,TRUE
1966,1967,39,WRITING (Story and Screenplay--written directly for the screen),"Clint Johnston, Don Peters",The Naked Prey,FALSE
1966,1967,39,JEAN HERSHOLT HUMANITARIAN AWARD,George Bagnall,,TRUE
1966,1967,39,HONORARY AWARD, Y. Frank Freeman for unusual and outstanding service to the Academy during his thirty years in Hollywood.,,TRUE
1966,1967,39,HONORARY AWARD, Yakima Canutt for achievements as a stunt man and for developing safety devices to protect stunt men everywhere.,,TRUE
1966,1967,39,IRVING G. THALBERG MEMORIAL AWARD,Robert Wise,,TRUE
1967,1968,40,ACTOR,Warren Beatty,Bonnie and Clyde,FALSE
1967,1968,40,ACTOR,Dustin Hoffman,The Graduate,FALSE
1967,1968,40,ACTOR,Paul Newman,Cool Hand Luke,FALSE
1967,1968,40,ACTOR,Rod Steiger,In the Heat of the Night,TRUE
1967,1968,40,ACTOR,Spencer Tracy,Guess Who's Coming to Dinner,FALSE
1967,1968,40,ACTOR IN A SUPPORTING ROLE,John Cassavetes,The Dirty Dozen,FALSE
1967,1968,40,ACTOR IN A SUPPORTING ROLE,Gene Hackman,Bonnie and Clyde,FALSE
1967,1968,40,ACTOR IN A SUPPORTING ROLE,Cecil Kellaway,Guess Who's Coming to Dinner,FALSE
1967,1968,40,ACTOR IN A SUPPORTING ROLE,George Kennedy,Cool Hand Luke,TRUE
1967,1968,40,ACTOR IN A SUPPORTING ROLE,Michael J. Pollard,Bonnie and Clyde,FALSE
1967,1968,40,ACTRESS,Anne Bancroft,The Graduate,FALSE
1967,1968,40,ACTRESS,Faye Dunaway,Bonnie and Clyde,FALSE
1967,1968,40,ACTRESS,Dame Edith Evans,The Whisperers,FALSE
1967,1968,40,ACTRESS,Audrey Hepburn,Wait until Dark,FALSE
1967,1968,40,ACTRESS,Katharine Hepburn,Guess Who's Coming to Dinner,TRUE
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Carol Channing,Thoroughly Modern Millie,FALSE
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Mildred Natwick,Barefoot in the Park,FALSE
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Estelle Parsons,Bonnie and Clyde,TRUE
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Beah Richards,Guess Who's Coming to Dinner,FALSE
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Katharine Ross,The Graduate,FALSE
1967,1968,40,ART DIRECTION,"Art Direction:  John Truscott, Edward Carrere;  Set Decoration:  John W. Brown",Camelot,TRUE
1967,1968,40,ART DIRECTION,"Art Direction:  Mario Chiari, Jack Martin Smith, Ed Graves;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",Doctor Dolittle,FALSE
1967,1968,40,ART DIRECTION,Art Direction:  Robert Clatworthy;  Set Decoration:  Frank Tuttle,Guess Who's Coming to Dinner,FALSE
1967,1968,40,ART DIRECTION,"Art Direction:  Renzo Mongiardino, John DeCuir, Elven Webb, Giuseppe Mariani;  Set Decoration:  Dario Simoni, Luigi Gervasi",The Taming of the Shrew,FALSE
1967,1968,40,ART DIRECTION,"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  Howard Bristol",Thoroughly Modern Millie,FALSE
1967,1968,40,CINEMATOGRAPHY,Burnett Guffey,Bonnie and Clyde,TRUE
1967,1968,40,CINEMATOGRAPHY,Richard H. Kline,Camelot,FALSE
1967,1968,40,CINEMATOGRAPHY,Robert Surtees,Doctor Dolittle,FALSE
1967,1968,40,CINEMATOGRAPHY,Robert Surtees,The Graduate,FALSE
1967,1968,40,CINEMATOGRAPHY,Conrad Hall,In Cold Blood,FALSE
1967,1968,40,COSTUME DESIGN,Theadora Van Runkle,Bonnie and Clyde,FALSE
1967,1968,40,COSTUME DESIGN,John Truscott,Camelot,TRUE
1967,1968,40,COSTUME DESIGN,Bill Thomas,The Happiest Millionaire,FALSE
1967,1968,40,COSTUME DESIGN,"Irene Sharaff, Danilo Donati",The Taming of the Shrew,FALSE
1967,1968,40,COSTUME DESIGN,Jean Louis,Thoroughly Modern Millie,FALSE
1967,1968,40,DIRECTING,Arthur Penn,Bonnie and Clyde,FALSE
1967,1968,40,DIRECTING,Mike Nichols,The Graduate,TRUE
1967,1968,40,DIRECTING,Stanley Kramer,Guess Who's Coming to Dinner,FALSE
1967,1968,40,DIRECTING,Richard Brooks,In Cold Blood,FALSE
1967,1968,40,DIRECTING,Norman Jewison,In the Heat of the Night,FALSE
1967,1968,40,DOCUMENTARY (Feature),"Pierre Schoendoerffer, Producer",The Anderson Platoon,TRUE
1967,1968,40,DOCUMENTARY (Feature),"Murray Lerner, Producer",Festival,FALSE
1967,1968,40,DOCUMENTARY (Feature),"Carroll Ballard, Producer",Harvest,FALSE
1967,1968,40,DOCUMENTARY (Feature),"Jack Le Vien, Producer",A King's Story,FALSE
1967,1968,40,DOCUMENTARY (Feature),"William C. Jersey, Producer",A Time for Burning,FALSE
1967,1968,40,DOCUMENTARY (Short Subject),"Charles E. Guggenheim, Producer",Monument to the Dream,FALSE
1967,1968,40,DOCUMENTARY (Short Subject),"Christopher Chapman, Producer",A Place to Stand,FALSE
1967,1968,40,DOCUMENTARY (Short Subject),"Mark Harris and Trevor Greenwood, Producers",The Redwoods,TRUE
1967,1968,40,DOCUMENTARY (Short Subject),"Robert Fitchett, Producer",See You at the Pillar,FALSE
1967,1968,40,DOCUMENTARY (Short Subject),"Carl V. Ragsdale, Producer",While I Run This Race,FALSE
1967,1968,40,FILM EDITING,Frank P. Keller,Beach Red,FALSE
1967,1968,40,FILM EDITING,Michael Luciano,The Dirty Dozen,FALSE
1967,1968,40,FILM EDITING,"Samuel E. Beetley, Marjorie Fowler",Doctor Dolittle,FALSE
1967,1968,40,FILM EDITING,Robert C. Jones,Guess Who's Coming to Dinner,FALSE
1967,1968,40,FILM EDITING,Hal Ashby,In the Heat of the Night,TRUE
1967,1968,40,FOREIGN LANGUAGE FILM,Czechoslovakia,Closely Watched Trains,TRUE
1967,1968,40,FOREIGN LANGUAGE FILM,Spain,El Amor Brujo,FALSE
1967,1968,40,FOREIGN LANGUAGE FILM,Yugoslavia,I Even Met Happy Gypsies,FALSE
1967,1968,40,FOREIGN LANGUAGE FILM,France,Live for Life,FALSE
1967,1968,40,FOREIGN LANGUAGE FILM,Japan,Portrait of Chieko,FALSE
1967,1968,40,MUSIC (Original Music Score),Lalo Schifrin,Cool Hand Luke,FALSE
1967,1968,40,MUSIC (Original Music Score),Leslie Bricusse,Doctor Dolittle,FALSE
1967,1968,40,MUSIC (Original Music Score),Richard Rodney Bennett,Far from the Madding Crowd,FALSE
1967,1968,40,MUSIC (Original Music Score),Quincy Jones,In Cold Blood,FALSE
1967,1968,40,MUSIC (Original Music Score),Elmer Bernstein,Thoroughly Modern Millie,TRUE
1967,1968,40,MUSIC (Scoring of Music--adaptation or treatment),"Alfred Newman, Ken Darby",Camelot,TRUE
1967,1968,40,MUSIC (Scoring of Music--adaptation or treatment),"Lionel Newman, Alexander Courage",Doctor Dolittle,FALSE
1967,1968,40,MUSIC (Scoring of Music--adaptation or treatment),DeVol,Guess Who's Coming to Dinner,FALSE
1967,1968,40,MUSIC (Scoring of Music--adaptation or treatment),"Andre Previn, Joseph Gershenson",Thoroughly Modern Millie,FALSE
1967,1968,40,MUSIC (Scoring of Music--adaptation or treatment),John Williams,Valley of the Dolls,FALSE
1967,1968,40,MUSIC (Song),Music and Lyrics by Terry Gilkyson,The Jungle Book,FALSE
1967,1968,40,MUSIC (Song),Music by Quincy Jones; Lyrics by Bob Russell,Banning,FALSE
1967,1968,40,MUSIC (Song),Music by Burt Bacharach; Lyrics by Hal David,Casino Royale,FALSE
1967,1968,40,MUSIC (Song),Music and Lyrics by Leslie Bricusse,Doctor Dolittle,TRUE
1967,1968,40,MUSIC (Song),Music and Lyrics by James Van Heusen and Sammy Cahn,Thoroughly Modern Millie,FALSE
1967,1968,40,BEST PICTURE,"Warren Beatty, Producer",Bonnie and Clyde,FALSE
1967,1968,40,BEST PICTURE,"Arthur P. Jacobs, Producer",Doctor Dolittle,FALSE
1967,1968,40,BEST PICTURE,"Lawrence Turman, Producer",The Graduate,FALSE
1967,1968,40,BEST PICTURE,"Stanley Kramer, Producer",Guess Who's Coming to Dinner,FALSE
1967,1968,40,BEST PICTURE,"Walter Mirisch, Producer",In the Heat of the Night,TRUE
1967,1968,40,SHORT SUBJECT (Cartoon),"Fred Wolf, Producer",The Box,TRUE
1967,1968,40,SHORT SUBJECT (Cartoon),"Jean-Charles Meunier, Producer",Hypothese Beta,FALSE
1967,1968,40,SHORT SUBJECT (Cartoon),"Robert Verrall and Wolf Koenig, Producers",What on Earth!,FALSE
1967,1968,40,SHORT SUBJECT (Live Action),"Julian Biggs, Producer",Paddle to the Sea,FALSE
1967,1968,40,SHORT SUBJECT (Live Action),"Christopher Chapman, Producer",A Place to Stand,TRUE
1967,1968,40,SHORT SUBJECT (Live Action),"John Ferno, Producer",Sky over Holland,FALSE
1967,1968,40,SHORT SUBJECT (Live Action),"Len Janson and Chuck Menville, Producers","Stop, Look and Listen",FALSE
1967,1968,40,SOUND,Warner Bros.-Seven Arts Studio Sound Department,Camelot,FALSE
1967,1968,40,SOUND,Metro-Goldwyn-Mayer Studio Sound Department,The Dirty Dozen,FALSE
1967,1968,40,SOUND,20th Century-Fox Studio Sound Department,Doctor Dolittle,FALSE
1967,1968,40,SOUND,Samuel Goldwyn Studio Sound Department,In the Heat of the Night,TRUE
1967,1968,40,SOUND,Universal City Studio Sound Department,Thoroughly Modern Millie,FALSE
1967,1968,40,SOUND EFFECTS,John Poyner,The Dirty Dozen,TRUE
1967,1968,40,SOUND EFFECTS,James A. Richard,In the Heat of the Night,FALSE
1967,1968,40,SPECIAL VISUAL EFFECTS,L. B. Abbott,Doctor Dolittle,TRUE
