title,budget,revenue,id,imdbId
Sleepers,44000000.0,165615285.0,819.0,108220.0
Willy Wonka & the Chocolate Factory,3000000.0,4000000.0,252.0,110099.0
A Fish Called Wanda,7500000.0,62493712.0,623.0,113839.0
Life of Brian,4000000.0,20045115.0,583.0,109382.0
Bonnie and Clyde,2500000.0,50700000.0,475.0,107207.0
Dial M for Murder,1400000.0,3000000.0,521.0,107983.0
Dirty Dancing,6000000.0,213954274.0,88.0,115697.0
Reservoir Dogs,1200000.0,14661007.0,500.0,107614.0
Platoon,6000000.0,138530565.0,792.0,93199.0
Weekend at Bernie's,6500000.0,30218387.0,8491.0,42041.0
Basic Instinct,49000000.0,352927224.0,402.0,114047.0
E.T. the Extra-Terrestrial,10500000.0,792965326.0,601.0,111752.0
Days of Thunder,60000000.0,157920733.0,2119.0,91499.0
Top Gun,15000000.0,356830601.0,744.0,112586.0
A Streetcar Named Desire,1800000.0,8000000.0,702.0,62952.0
The People vs. Larry Flynt,36000000.0,20300385.0,1630.0,123953.0
The Abyss,70000000.0,90000098.0,2756.0,94293.0
The Fog,1000000.0,21378361.0,790.0,111546.0
Escape from New York,6000000.0,50244700.0,1103.0,48545.0
Monty Python and the Holy Grail,400000.0,5028948.0,762.0,117765.0
Delicatessen,4000000.0,1794187.0,892.0,117991.0
The English Patient,27000000.0,231976425.0,409.0,109035.0
Paris is Burning,500000.0,3779620.0,31225.0,393162.0
One Flew Over the Cuckoo's Nest,3000000.0,108981275.0,510.0,107840.0
The Empire Strikes Back,18000000.0,538400000.0,1891.0,120401.0
The Princess Bride,16000000.0,30857814.0,2493.0,128133.0
Raiders of the Lost Ark,18000000.0,389925971.0,85.0,112365.0
Aliens,18500000.0,183316455.0,679.0,114307.0
"The Good, the Bad and the Ugly",1200000.0,6000000.0,429.0,109361.0
12 Angry Men,350000.0,1000000.0,389.0,109454.0
Lawrence of Arabia,15000000.0,69995385.0,947.0,28010.0
A Clockwork Orange,2200000.0,26589000.0,185.0,113957.0
To Kill a Mockingbird,2000000.0,13129846.0,595.0,101414.0
Apocalypse Now,31500000.0,89460381.0,28.0,114117.0
Once Upon a Time in the West,5000000.0,5321508.0,335.0,114788.0
Return of the Jedi,32350000.0,572700000.0,1892.0,120787.0
Wings of Desire,2500000.0,3200000.0,144.0,112585.0
GoodFellas,25000000.0,46836394.0,769.0,116992.0
Alien,11000000.0,104931801.0,348.0,109348.0
Psycho,806948.0,32000000.0,539.0,108160.0
The Blues Brothers,27000000.0,115229890.0,525.0,108026.0
The Godfather: Part II,13000000.0,47542841.0,240.0,113303.0
Full Metal Jacket,17000000.0,46357676.0,600.0,110395.0
Amadeus,18000000.0,51973029.0,279.0,113896.0
Raging Bull,18000000.0,23000000.0,1578.0,113425.0
Annie Hall,4000000.0,38251425.0,703.0,115742.0
Das Boot,14000000.0,85000000.0,387.0,110399.0
The Terminator,6400000.0,78371200.0,218.0,112571.0
Braindead,3000000.0,242623.0,763.0,116833.0
Miller's Crossing,14000000.0,5080409.0,379.0,111438.0
Dead Poets Society,16400000.0,235860116.0,207.0,114887.0
Touch of Evil,829000.0,2247465.0,1480.0,120152.0
The Bridge on the River Kwai,3000000.0,27200000.0,826.0,112865.0
Chinatown,6000000.0,30000000.0,829.0,116707.0
The Treasure of the Sierra Madre,3800000.0,4307000.0,3090.0,93509.0
The Shining,19000000.0,44017374.0,694.0,117774.0
Stand by Me,8000000.0,52287414.0,235.0,109707.0
Evil Dead II,3600000.0,5923044.0,765.0,116669.0
The Great Escape,4000000.0,11744471.0,5925.0,83629.0
Groundhog Day,14600000.0,70906973.0,137.0,113756.0
Unforgiven,14000000.0,159157447.0,33.0,114952.0
The Manchurian Candidate,80000000.0,96105910.0,982.0,48491.0
Back to the Future,19000000.0,381109762.0,105.0,112579.0
Fried Green Tomatoes,11000000.0,119418501.0,1633.0,120402.0
Akira,8000000.0,553171.0,149.0,109093.0
Highlander,16000000.0,5900000.0,8009.0,51911.0
Cool Hand Luke,3000000.0,16217773.0,903.0,52357.0
Young Frankenstein,2800000.0,86273333.0,3034.0,70608.0
Night on Earth,3500000.0,2015810.0,339.0,114924.0
The Great Dictator,2000000.0,11000000.0,914.0,58385.0
Fantasia,2280000.0,83320000.0,756.0,109381.0
High Noon,730000.0,8000000.0,288.0,110632.0
Ben-Hur,15000000.0,146900000.0,665.0,114787.0
Indiana Jones and the Last Crusade,48000000.0,474171806.0,89.0,113972.0
Gandhi,22000000.0,77737889.0,783.0,116583.0
The Killing Fields,14400000.0,34700291.0,625.0,90665.0
Forbidden Planet,1900000.0,3250000.0,830.0,116313.0
Butch Cassidy and the Sundance Kid,6000000.0,102308889.0,642.0,117517.0
"Paris, Texas",1746964.0,2181987.0,655.0,117117.0
When Harry Met Sally...,16000000.0,92823546.0,639.0,116414.0
An American Werewolf in London,10000000.0,31973249.0,814.0,112568.0
The Birds,2500000.0,11403529.0,571.0,111709.0
Dracula,40000000.0,215862692.0,6114.0,84488.0
Cape Fear,35000000.0,182300000.0,1598.0,118966.0
Carrie,1800000.0,33800000.0,7340.0,89393.0
A Nightmare on Elm Street,1800000.0,25504513.0,377.0,111257.0
The Omen,2800000.0,60922980.0,794.0,111180.0
Star Trek: First Contact,46000000.0,150000000.0,199.0,58450.0
Die Hard 2,70000000.0,240031094.0,1573.0,119094.0
Star Trek: The Motion Picture,35000000.0,139000000.0,152.0,112288.0
Star Trek VI: The Undiscovered Country,27000000.0,96900000.0,174.0,113500.0
Star Trek V: The Final Frontier,30000000.0,70200000.0,172.0,113481.0
Star Trek II: The Wrath of Khan,12000000.0,96800000.0,154.0,61395.0
Star Trek III: The Search for Spock,18000000.0,87000000.0,157.0,109370.0
Star Trek IV: The Voyage Home,24000000.0,133000000.0,168.0,113071.0
Batman Returns,80000000.0,280000000.0,364.0,110357.0
Grease,6000000.0,181813770.0,621.0,107471.0
Under Siege,35000000.0,156563139.0,8845.0,86961.0
Jaws 2,20000000.0,187884007.0,579.0,108059.0
Mars Attacks!,70000000.0,101371017.0,75.0,115676.0
Raising Arizona,6000000.0,29180280.0,378.0,111256.0
Scream,14000000.0,173046663.0,4232.0,227538.0
Evita,55000000.0,141047179.0,8818.0,57191.0
Turbulence,55000000.0,11466088.0,34314.0,327753.0
Metro,55000000.0,31987563.0,8860.0,337921.0
Prefontaine,8000000.0,589304.0,26306.0,70791.0
Absolute Power,50000000.0,50068310.0,66.0,116839.0
Lost Highway,15000000.0,3675201.0,638.0,113448.0
Liar Liar,45000000.0,302710615.0,1624.0,120323.0
The Devil's Own,90000000.0,140807547.0,4477.0,94744.0
Turbo: A Power Rangers Movie,10000000.0,17979739.0,6499.0,12532.0
Austin Powers: International Man of Mystery,16500000.0,67683989.0,816.0,117999.0
Breakdown,36000000.0,50159144.0,2163.0,80391.0
The Fifth Element,90000000.0,263920180.0,18.0,113101.0
The Lost World: Jurassic Park,73000000.0,229074524.0,330.0,114609.0
Con Air,75000000.0,224012234.0,1701.0,118954.0
Speed 2: Cruise Control,160000000.0,164508066.0,1639.0,118842.0
Batman & Robin,125000000.0,238207122.0,415.0,106292.0
My Best Friend's Wedding,38000000.0,299288605.0,8874.0,365748.0
Contempt,900000.0,528428.0,266.0,110322.0
Face/Off,80000000.0,245676146.0,754.0,113188.0
Men in Black,90000000.0,589390539.0,607.0,106537.0
G.I. Jane,50000000.0,48169156.0,4421.0,118734.0
Cop Land,15000000.0,44862187.0,2142.0,101329.0
Conspiracy Theory,75000000.0,136982834.0,8834.0,380277.0
Steel,16000000.0,1686429.0,8854.0,93624.0
Mimic,30000000.0,25480490.0,4961.0,282856.0
One Eight Seven,20000000.0,5716080.0,6072.0,64323.0
The Hunt for Red October,30000000.0,199200000.0,1669.0,120275.0
L.A. Confidential,35000000.0,126216940.0,2118.0,85407.0
The Game,50000000.0,109423648.0,2649.0,31951.0
Chasing Amy,250000.0,12021272.0,2255.0,84938.0
I Know What You Did Last Summer,17000000.0,125586134.0,3597.0,174336.0
Gattaca,36000000.0,12532777.0,782.0,116277.0
Bean,18000000.0,251212670.0,1281.0,32553.0
Boogie Nights,15000000.0,43101594.0,4995.0,268978.0
Starship Troopers,105000000.0,121214377.0,563.0,107002.0
The Jackal,60000000.0,159330280.0,4824.0,265212.0
Deconstructing Harry,20000000.0,10686841.0,2639.0,82766.0
Good Will Hunting,10000000.0,225933435.0,489.0,107478.0
Midnight in the Garden of Good and Evil,35000000.0,25105255.0,8197.0,52893.0
MouseHunt,38000000.0,122417389.0,6283.0,275277.0
Scream 2,24000000.0,172363301.0,4233.0,246989.0
Titanic,200000000.0,1845034188.0,597.0,100405.0
Tomorrow Never Dies,110000000.0,333011068.0,714.0,112817.0
The Horse Whisperer,60000000.0,186883563.0,547.0,111323.0
Jackie Brown,12000000.0,39673162.0,184.0,110620.0
The Big Lebowski,15000000.0,46189568.0,115.0,112556.0
Wag the Dog,15000000.0,64256513.0,586.0,99785.0
Dark City,27000000.0,27200316.0,2666.0,49370.0
Spice World,25000000.0,100000000.0,6116.0,84504.0
As Good as It Gets,50000000.0,314178011.0,2898.0,106664.0
Wild Things,20000000.0,67200000.0,617.0,113083.0
Two Girls and a Guy,1000000.0,2057193.0,32456.0,110008.0
Lost in Space,80000000.0,136159423.0,2157.0,129923.0
City of Angels,55000000.0,198685114.0,795.0,111237.0
Deep Impact,75000000.0,140464664.0,8656.0,95468.0
Godzilla,130000000.0,379014294.0,929.0,32484.0
Fear and Loathing in Las Vegas,18500000.0,10680275.0,1878.0,120531.0
A Perfect Murder,60000000.0,128038368.0,1965.0,87995.0
Six Days Seven Nights,70000000.0,164000000.0,6068.0,39737.0
The X Files,66000000.0,189198313.0,846.0,113080.0
Doctor Dolittle,71000000.0,294456605.0,3050.0,172726.0
Out of Sight,48000000.0,77745568.0,1389.0,85750.0
Armageddon,140000000.0,553799566.0,95.0,115759.0
Lethal Weapon 4,140000000.0,285444603.0,944.0,29162.0
Pi,60000.0,3221152.0,473.0,110123.0
There's Something About Mary,23000000.0,369884651.0,544.0,108238.0
The Best Years of Our Lives,2100000.0,23650000.0,887.0,120271.0
On the Waterfront,910000.0,9600000.0,654.0,118026.0
West Side Story,6000000.0,43656822.0,1725.0,119052.0
Tom Jones,1000000.0,37600000.0,5769.0,82764.0
A Man for All Seasons,3900000.0,28350000.0,874.0,113542.0
Midnight Cowboy,3600000.0,44785053.0,3116.0,189744.0
The French Connection,1800000.0,41158757.0,1051.0,117958.0
Rocky,1000000.0,117235147.0,1366.0,115988.0
Out of Africa,31000000.0,128499205.0,606.0,112625.0
The Last Emperor,23000000.0,43984230.0,746.0,40366.0
Rain Man,25000000.0,412800000.0,380.0,111503.0
Driving Miss Daisy,7500000.0,145793296.0,403.0,112889.0
The Breakfast Club,1000000.0,51525171.0,2108.0,102250.0
Friday the 13th,550000.0,59754601.0,4488.0,94894.0
Halloween,300000.0,70000000.0,948.0,49261.0
Poltergeist,10700000.0,122200000.0,609.0,116552.0
Lethal Weapon,15000000.0,120207127.0,941.0,32762.0
Lethal Weapon 2,25000000.0,227853986.0,942.0,37008.0
Lethal Weapon 3,35000000.0,321731527.0,943.0,39420.0
Gremlins,11000000.0,153083102.0,927.0,32143.0
Gremlins 2: The New Batch,50000000.0,41482207.0,928.0,32976.0
Metropolis,92620000.0,650422.0,19.0,112281.0
Back to the Future Part II,40000000.0,332000000.0,165.0,112864.0
Back to the Future Part III,40000000.0,244527583.0,196.0,114508.0
The Poseidon Adventure,5000000.0,84563118.0,551.0,107688.0
Bambi,858000.0,267447150.0,3170.0,32590.0
Seven Samurai,2000000.0,271841.0,346.0,106339.0
Dangerous Liaisons,14000000.0,34670720.0,859.0,116536.0
Dune,40000000.0,30925690.0,841.0,53459.0
The Godfather: Part III,54000000.0,136766062.0,242.0,109771.0
The Rapture,1227401.0,1277401.0,1411.0,116477.0
Saving Private Ryan,70000000.0,481840909.0,857.0,42054.0
Roger & Me,160000.0,6706368.0,1779.0,120184.0
Doctor Zhivago,11000000.0,111858363.0,907.0,25164.0
Blue Velvet,6000000.0,8551228.0,793.0,106810.0
Splash,8000000.0,69821334.0,2619.0,188052.0
Tron,17000000.0,33000000.0,97.0,113247.0
The Outsiders,10000000.0,33697647.0,227.0,109676.0
Indiana Jones and the Temple of Doom,28000000.0,333000000.0,87.0,116151.0
The Lord of the Rings,4000000.0,30471420.0,123.0,109424.0
The Addams Family,30000000.0,191502426.0,2907.0,167427.0
Snake Eyes,73000000.0,103891409.0,8688.0,63592.0
Who's Afraid of Virginia Woolf?,7500000.0,33736689.0,396.0,113014.0
An American Tail,9000000.0,84542002.0,4978.0,259393.0
The Gods Must Be Crazy,5000000.0,60000000.0,8393.0,87337.0
How Stella Got Her Groove Back,20000000.0,37672350.0,33644.0,449086.0
Rosemary's Baby,3200000.0,33395426.0,805.0,117913.0
Beetlejuice,15000000.0,73326666.0,4011.0,208092.0
Rope,1500000.0,2200000.0,1580.0,119654.0
Family Plot,2000000.0,7900000.0,5854.0,83064.0
Frenzy,3500000.0,12600000.0,573.0,107225.0
Topaz,4000000.0,6000000.0,2370.0,89087.0
Torn Curtain,3000000.0,13000000.0,5780.0,82926.0
Marnie,2135161.0,7000000.0,506.0,107756.0
The Man Who Knew Too Much,2500000.0,10250000.0,574.0,111252.0
Strangers on a Train,1200000.0,7000000.0,845.0,111424.0
54,13000000.0,16757163.0,3682.0,70355.0
Willow,35000000.0,57269863.0,847.0,115680.0
The Untouchables,25000000.0,76270454.0,117.0,115033.0
Cube,250000.0,501818.0,431.0,106519.0
Working Girl,28000000.0,103173635.0,3525.0,86927.0
Married to the Mob,10000000.0,21486757.0,2321.0,120789.0
A Few Good Men,40000000.0,243240178.0,881.0,116311.0
Indecent Proposal,38000000.0,266614059.0,4478.0,94746.0
Rush Hour,33000000.0,244386864.0,2109.0,79367.0
Ronin,55000000.0,41610884.0,8195.0,53619.0
The Thing,15000000.0,19629760.0,1091.0,98627.0
Edward Scissorhands,20000000.0,53000000.0,162.0,109508.0
Antz,60000000.0,171757863.0,8916.0,358135.0
2010,28000000.0,40400657.0,4437.0,76786.0
The Elephant Man,5000000.0,26010864.0,1955.0,79417.0
Practical Magic,75000000.0,46683377.0,6435.0,43887.0
Life Is Beautiful,20000000.0,229400000.0,637.0,117608.0
American History X,20000000.0,23875127.0,73.0,113828.0
Gods and Monsters,10000000.0,6451628.0,3033.0,94012.0
Elizabeth,30000000.0,82150642.0,4518.0,95488.0
I Still Know What You Did Last Summer,65000000.0,40002112.0,3600.0,54692.0
Meet Joe Black,90000000.0,142940100.0,297.0,114084.0
Central Station,2900000.0,5596708.0,666.0,113720.0
Pink Flamingos,12000.0,6000000.0,692.0,117688.0
King Kong,672000.0,10000000.0,244.0,113234.0
Desperately Seeking Susan,5000000.0,27400000.0,8130.0,189553.0
A View to a Kill,30000000.0,152427960.0,707.0,117107.0
Star Trek: Insurrection,70000000.0,118000000.0,200.0,114666.0
Shakespeare in Love,25000000.0,289317794.0,1934.0,30993.0
Rambo: First Blood Part II,44000000.0,300400432.0,1369.0,110171.0
First Blood,15000000.0,125212904.0,1368.0,42354.0
Rambo III,63000000.0,189015611.0,1370.0,99423.0
Rocky II,7000000.0,200182160.0,1367.0,115433.0
Rocky III,17000000.0,270000000.0,1371.0,79945.0
Rocky IV,31000000.0,300473716.0,1374.0,84726.0
Rocky V,42000000.0,119946358.0,1375.0,88170.0
The Karate Kid,8000000.0,90815558.0,1885.0,120777.0
National Lampoon's Christmas Vacation,27000000.0,71320000.0,5825.0,36112.0
The Thin Red Line,52000000.0,98126565.0,8741.0,107999.0
Playing by Heart,20000000.0,3970078.0,825.0,116164.0
Armed and Dangerous,12000000.0,15945534.0,2620.0,120865.0
The Name of the Rose,20000000.0,77200000.0,192.0,114435.0
Payback,90000000.0,161626121.0,2112.0,101969.0
Office Space,10000000.0,12827813.0,1542.0,115744.0
8MM,40000000.0,96618699.0,8224.0,188404.0
Pet Sematary,11500000.0,57469467.0,8913.0,384810.0
Children of the Corn II: The Final Sacrifice,900000.0,6980986.0,25748.0,14972.0
Airport '77,6000000.0,30000000.0,7227.0,61122.0
The Towering Inferno,14000000.0,116000000.0,5919.0,83557.0
Planet of the Apes,5800000.0,33395426.0,871.0,116934.0
Beneath the Planet of the Apes,3000000.0,18999718.0,1685.0,116592.0
Battle for the Planet of the Apes,1700000.0,8844595.0,1705.0,116465.0
Conquest of the Planet of the Apes,1700000.0,9700000.0,1688.0,118617.0
Escape from the Planet of the Apes,2500000.0,12348905.0,1687.0,119395.0
Cruel Intentions,10500000.0,75902208.0,796.0,72362.0
"Lock, Stock and Two Smoking Barrels",1350000.0,3897569.0,100.0,115907.0
The Rage: Carrie 2,21000000.0,17762705.0,7341.0,60232.0
Forces of Nature,75000000.0,93888180.0,1641.0,119164.0
The Matrix,63000000.0,463517383.0,603.0,112606.0
10 Things I Hate About You,16000000.0,53478166.0,4951.0,100054.0
The Out-of-Towners,75000000.0,29000000.0,8970.0,308644.0
Life,80000000.0,73345029.0,6522.0,58324.0
Open Your Eyes,2900000.0,368234.0,1902.0,116141.0
eXistenZ,15000000.0,2856712.0,1946.0,48356.0
Entrapment,66000000.0,212404396.0,1844.0,118819.0
Idle Hands,25000000.0,4152230.0,6552.0,301199.0
Mildred Pierce,1453000.0,5638000.0,3309.0,9018.0
Dick Tracy,47000000.0,103738726.0,8592.0,57681.0
The Mummy,80000000.0,415885488.0,564.0,109403.0
Edge of Seventeen,1500000.0,870751.0,4927.0,76299.0
Star Wars: Episode I - The Phantom Menace,115000000.0,924317558.0,1893.0,116692.0
Superman,55000000.0,300218018.0,1924.0,52077.0
Superman II,54000000.0,190458706.0,8536.0,331525.0
Dracula,355000.0,1012189.0,138.0,113952.0
Frankenstein,291000.0,12000000.0,3035.0,48380.0
The War of the Worlds,2000000.0,2000000.0,8974.0,345950.0
Notting Hill,42000000.0,363889678.0,509.0,107822.0
The Thirteenth Floor,16000000.0,18564088.0,1090.0,91763.0
The General's Daughter,60000000.0,149705852.0,2275.0,118736.0
