title,Adjusted Budget,Adjusted Domestic,Adjusted International,Adjusted Worldwide
A Sound of Thunder,106400000.0,2527599.83,12987468.620000001,15515068.450000001
Sahara,172900000.0,91333660.25,67256006.58,158589666.83
Kingdom of Heaven,172900000.0,63039889.29000001,227063204.62,290103093.91
The Great Raid,106400000.0,13522606.09,811302.66,14333908.75
Harry Potter and the Goblet of Fire,199500000.0,386255813.65000004,805884669.59,1192140484.5700002
Fever Pitch,39900000.0,55954521.77,11350345.020000001,67304866.79
Unleashed,59850000.0,32635035.930000003,35023544.36,67658580.29
The Lost City,12768000.0,3303967.3800000004,2558687.25,5862654.63
An Unfinished Life,39900000.0,11419901.360000001,13342416.360000001,24762317.720000003
Cinderella Man,117040000.0,81994381.63000001,62363700.0,144358081.63
The Game of Their Lives,26600000.0,499747.5,17619.84,517367.34
The Brothers Grimm,117040000.0,50428635.11,89642000.0,140070635.11
Lords of Dogtown,33250000.0,14993777.610000001,2844125.2,17837902.810000002
The Family Stone,23940000.0,79883614.44,43652676.13,123536290.57000001
Mr. & Mrs. Smith,146300000.0,247827251.07000002,400265318.11,648092569.1800001
Elektra,57190000.0,32464930.26,43339278.92,75804209.18
Boogeyman,26600000.0,62180668.06,27185834.41,89366502.47
Walk the Line,37240000.0,158960804.66,89480516.72,248441321.38000003
Constantine,133000000.0,101048316.74000001,206028371.5,307076688.24
King Kong,275310000.0,290046433.25,457896953.92,747943387.1700001
Valiant,46550000.0,25905880.98,56217480.06,82123361.04
Duma,15960000.0,1157189.11,165881.59,1323070.7000000002
Son of the Mask,111720000.0,22634501.26,57140957.580000006,79775458.84
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",239400000.0,387975572.81,602891870.14,990867442.95
The Matador,16625000.0,16750948.340000002,6332888.100000001,23083836.44
Syriana,66500000.0,67596744.60000001,57389500.0,124986244.60000001
The Upside of Anger,15960000.0,24953450.69,12602408.350000001,37555859.04
The Squid and the Whale,1995000.0,9805736.22,4954778.010000001,14760514.23
Charlie and the Chocolate Factory,199500000.0,274590571.08000004,357117883.71000004,631708454.7900001
Are We There Yet?,42560000.0,109956949.34,20274872.45,130231821.79
Elizabethtown,59850000.0,35711066.58,33667074.7,69378141.28
Alone in the Dark,26600000.0,6887496.7700000005,9995051.08,16882547.85
Fun with Dick and Jane,133000000.0,146742540.21,125484385.46000001,272226925.67
Monster-in-Law,57190000.0,110298630.33000001,96459614.58,206758244.91
The Hitchhiker's Guide to the Galaxy,66500000.0,67943603.28,71012690.0,138956293.28
The Wedding Date,19950000.0,42196903.35,20441050.630000003,62637953.980000004
Batman Begins,199500000.0,275113734.56,221525950.45000002,496639685.01000005
Where the Truth Lies,33250000.0,1159948.86,3478662.8800000004,4638611.74
Kiss Kiss Bang Bang,19950000.0,5644195.48,15350051.360000001,20994246.84
The Honeymooners,33250000.0,17082319.17,451637.41000000003,17533956.580000002
The Interpreter,106400000.0,96701854.13000001,120014893.46000001,216716747.59
Bewitched,113050000.0,84206501.47,90590303.30000001,174796804.77
Rebound,44023000.0,22355988.62,908390.0,23264378.62
Proof,26600000.0,10021990.23,8850523.57,18872513.8
Be Cool,70490000.0,74542482.07000001,52823260.21,127365742.28
Capote,9310000.0,38238204.9,27367243.75,65605448.650000006
Serenity,51870000.0,33934307.61,19857713.96,53792021.57
Oliver Twist,79800000.0,2766826.93,53865000.0,56631826.93
The Perfect Man,13300000.0,21991556.650000002,4303175.100000001,26294731.75
Stealth,179550000.0,42715272.18,62711596.080000006,105426868.26
BloodRayne,33250000.0,3199208.6,1655657.1500000001,4854865.75
Cry Wolf,1330000.0,13363406.42,29976516.220000003,43339922.64
Kicking & Screaming,59850000.0,70280822.92,4292852.970000001,74573675.89
The Weather Man,29260000.0,16602090.75,8836018.59,25438109.34
The Legend of Zorro,99750000.0,61797150.59,127594935.86,189392086.45000002
Hitch,93100000.0,238729088.15,255491211.15,494220299.3
Bee Season,18620000.0,1570144.8,7549650.57,9119795.370000001
The Constant Gardener,33250000.0,44661130.010000005,65019541.09,109680671.10000001
Prime,29260000.0,30360113.490000002,59996753.53,90356867.02000001
Transporter 2,42560000.0,57317488.480000004,61163206.09,118480694.57000001
Brokeback Mountain,18620000.0,110448202.13000001,126375267.34,236823469.47
A Lot Like Love,39900000.0,29054806.270000003,27984530.0,57039336.27
Mozart and the Whale,15960000.0,47887.98,64426.530000000006,112314.51000000001
Coach Carter,39900000.0,89462286.41000001,12508220.41,101970506.82000001
The Producers,59850000.0,25800047.560000002,24840125.380000003,50640172.940000005
Forty Shades of Blue,1995000.0,100851.24,128665.53000000001,229516.77000000002
The Pacifier,74480000.0,150405534.44,113781500.0,264187034.44000003
Wedding Crashers,53200000.0,278310374.93,105351592.92,383661967.85
Nanny McPhee,33250000.0,62701666.300000004,101256487.01,163958153.31
House of Wax,53200000.0,42646184.0,48812756.93,91458940.93
The Skeleton Key,57190000.0,63717260.95,61281340.68,124998601.63000001
Memoirs of a Geisha,113050000.0,76462375.64,139320763.82,215783139.46
Derailed,29260000.0,47912021.080000006,28535150.0,76447171.08
The Longest Yard,109060000.0,210298881.8,44351637.68,254650519.48000002
Assault on Precinct 13,39900000.0,26654390.35,20287254.75,46941645.1
A History of Violence,42560000.0,41901161.89,39740974.56,81642136.45
The Island,167580000.0,47639154.29,169083233.83,216722388.12
Lord of War,66500000.0,32119010.560000002,64461689.88,96580700.44000001
End of the Spear,13300000.0,15916110.0,214269.65000000002,16130379.65
Sin City,53200000.0,98558080.60000001,112557900.0,211115980.60000002
Æon Flux,82460000.0,34412868.21,36504956.88,70917825.09
The Great New Wonderful,665000.0,199688.86000000002,58288.58,257977.44
The New World,39900000.0,16907083.69,48708167.06,65615250.75
The Sisterhood of the Traveling Pants,33250000.0,51940571.13,3937886.6100000003,55878457.74
The Exorcism of Emily Rose,25270000.0,99846363.82000001,93225485.5,193071849.32000002
Sky High,46550000.0,85049263.95,29822590.0,114871853.95
The 40-Year-Old Virgin,34580000.0,145567485.21,90346112.64,235913597.85000002
"The Prize Winner of Defiance, Ohio",15960000.0,835032.52,162749.44,997781.9600000001
Zathura: A Space Adventure,86450000.0,38914295.77,47640912.550000004,86555208.32000001
War of the Worlds,175560000.0,311592870.82,491558377.45000005,803151248.2700001
Munich,93100000.0,63046901.050000004,111159330.52000001,174206231.57000002
Bad News Bears,46550000.0,43714904.17,1841382.34,45556286.510000005
Hustle & Flow,3724000.0,29529735.970000003,1810020.9400000002,31339756.91
The World's Fastest Indian,33250000.0,6820404.92,17515522.78,24335927.700000003
Must Love Dogs,39900000.0,58380167.79000001,19067753.810000002,77447921.60000001
Two for the Money,46550000.0,30578534.07,10021722.9,40600256.97
Dreamer: Inspired by a True Story,42560000.0,43558953.690000005,7967549.87,51526503.56
Inside Deep Throat,2660000.0,920200.4,23876.16,944076.56
Jarhead,95760000.0,83335432.60000001,45775849.56,129111282.16000001
Land of the Dead,19950000.0,27531109.060000002,35077487.83,62608596.89
Three Burials,19950000.0,6686819.720000001,9333511.74,16020331.46
Doom,79800000.0,37522408.21,39713510.06,77235918.27000001
Red Eye,34580000.0,76996097.99000001,51027309.34,128023407.33000001
Diary of a Mad Black Woman,7315000.0,67342021.67,25408.32,67367429.99000001
Just Like Heaven,77140000.0,64263112.900000006,72533280.33,136796393.23000002
Dave Chappelle's Block Party,3990000.0,15585731.350000001,443327.57,16029058.92
Thank You for Smoking,8645000.0,32975366.970000003,19324258.94,52299625.910000004
Sweet Land,1330000.0,2269412.25,182491.96000000002,2451904.21
An American Haunting,18620000.0,21676401.18,17707741.03,39384142.21
Four Brothers,59850000.0,99077526.73,23780789.69,122858316.42
Get Rich or Die Tryin',53200000.0,41210518.160000004,20719549.970000003,61930068.13
Saw II,5320000.0,115763153.45,80742358.2,196505511.65
"Good Night, and Good Luck.",9310000.0,41972143.99,30700640.040000003,72672784.03
V for Vendetta,71820000.0,93779676.55000001,82460000.0,176239676.55
Undiscovered,11970000.0,1422192.9400000002,17909.780000000002,1440102.72
Conversations with Other Women,598500.0,504625.94,802516.68,1307142.62
"Yours, Mine & Ours",59850000.0,71039106.46000001,25602581.130000003,96641687.59
Paradise Now,2660000.0,1938931.1900000002,2822338.47,4761269.66
Bubble,2128000.0,193682.58000000002,154732.2,348414.78
Children of Men,97280000.0,45507050.24,44855143.68,90362193.92
Mission: Impossible III,192000000.0,171558145.28,338495610.88,510053756.16
Arthur and the Invisibles,110080000.0,19369936.64,119645242.88,139015179.52
Superman Returns,345600000.0,256103925.76,244480000.0,500583925.76
10th & Wolf,10240000.0,70018.56,113598.72,183617.28
Scary Movie 4,57600000.0,116109593.60000001,112066560.0,228176153.6
Tenacious D in the Pick of Destiny,25600000.0,10668256.0,7174896.640000001,17843152.64
Happy Feet,128000000.0,253440405.76,238509172.48000002,491949578.24
Ultraviolet,38400000.0,23725839.36,16044030.72,39769870.08
X-Men: The Last Stand,268800000.0,299983951.36,289373221.12,589357172.48
Casino Royale,192000000.0,214330828.8,574791243.52,789122072.32
The Da Vinci Code,160000000.0,278446256.64,694362632.96,972808889.6
The Pink Panther,102400000.0,105249886.72,104818461.44,210068348.16
Pirates of the Caribbean: Dead Man's Chest,288000000.0,541844239.36,822865808.64,1364710048.0
Monster House,96000000.0,94286092.8,87296298.24,181582391.04
The Black Dahlia,64000000.0,28857702.400000002,34288143.36,63145845.76
Black Book,26880000.0,5630120.96,28633639.68,34263760.64
Click,105600000.0,175815210.24,132262007.04,308077217.28000003
Catch and Release,32000000.0,19889985.28,798117.12,20688102.400000002
Perfume: The Story of a Murderer,76800000.0,2845815.04,170005287.68,172851102.72
Eight Below,51200000.0,104464083.2,49719589.12,154183672.32
A Good Year,44800000.0,9547904.0,44557597.44,54105501.44
Little Children,33280000.0,6992664.32,11979057.92,18971722.240000002
Running Scared,19200000.0,8774575.36,3231861.7600000002,12006437.120000001
The Lives of Others,2560000.0,14446223.36,84570662.4,99016885.76
All the King's Men,70400000.0,9243466.24,2854611.2,12098077.44
The Departed,115200000.0,169451923.20000002,203623320.32,373075243.52
Last Holiday,57600000.0,49151950.08,6460112.640000001,55612062.72
Poseidon,204800000.0,77663765.76,154880000.0,232543765.76
The Lake House,51200000.0,66982542.08,80000000.0,146982542.08
Charlotte's Web,108800000.0,106221706.24000001,84451985.92,190673692.16
Final Destination 3,32000000.0,69245505.28,82934042.88,152179548.16
The Fountain,44800000.0,12984332.8,8095146.24,21079479.04
Talladega Nights: The Ballad of Ricky Bobby,92800000.0,189713122.56,19390359.04,209103481.6
300,83200000.0,269587121.92,314180149.76,583767271.6800001
Snakes on a Plane,42240000.0,43546641.92,35841536.0,79388177.92
Flags of Our Fathers,115200000.0,43011041.28,41341277.44,84352318.72
Find Me Guilty,16640000.0,1502263.04,1872632.32,3374895.36
Stranger Than Fiction,38400000.0,52046018.56,16630108.16,68676126.72
The Texas Chainsaw Massacre: The Beginning,20480000.0,50582736.64,15675703.040000001,66258439.68
Gridiron Gang,38400000.0,49194013.44,3901475.84,53095489.28
Big Momma's House 2,51200000.0,89812444.16,91336945.92,181149390.08
Marie Antoinette,51200000.0,20431962.88,57542039.04,77974001.92
The Oh in Ohio,6400000.0,535921.92,293752.32,829674.24
Flushed Away,190720000.0,82772060.16,145428328.96,228200389.12
Employee of the Month,15360000.0,36409414.4,12736715.52,49146129.92
Mini's First Time,7680000.0,62763.520000000004,137323.52,200087.04
Failure to Launch,64000000.0,113555445.76,53131476.480000004,166686922.24
The Ant Bully,64000000.0,36022444.800000004,34609400.32,70631845.12
Aquamarine,15360000.0,23804597.76,5622547.2,29427144.96
Little Man,81920000.0,75065666.56,58058585.6,133124252.16
Miami Vice,172800000.0,81216601.60000001,128999457.28,210216058.88
One Night with the King,25600000.0,17146830.080000002,425585.92,17572416.0
The Grudge 2,25600000.0,50104113.92,40406190.08,90510304.0
The Last Kiss,25600000.0,14866931.200000001,5424142.08,20291073.28
Flicka,19200000.0,26880188.16,1143608.32,28023796.48
Friends with Money,8320000.0,17111599.36,6242312.96,23353912.32
See No Evil,10240000.0,19241984.0,4704212.48,23946196.48
Akeelah and the Bee,10240000.0,24125990.400000002,127993.6,24253984.0
The Benchwarmers,42240000.0,76600005.12,6552160.0,83152165.12
Ice Age: The Meltdown,102400000.0,250023194.88,603857772.8000001,853880967.6800001
Slither,19200000.0,9987136.0,6441582.08,16428718.08
The Illusionist,21120000.0,51031861.76,61470394.88,112502256.64
Eragon,128000000.0,96038608.64,224506046.72,320544655.36
Little Miss Sunshine,10240000.0,76660605.44,52694855.68,129355461.12
RV,64000000.0,91809312.0,20226749.44,112036061.44
Blood Diamond,128000000.0,73443732.48,146358376.96,219802109.44
The Wicker Man,51200000.0,30270882.560000002,19400003.84,49670886.4
The Break-Up,66560000.0,151940192.0,111315116.8,263255308.8
Lady in the Water,89600000.0,54125016.32,39040000.0,93165016.32000001
Deja Vu,96000000.0,81969428.48,149144235.52,231113664.0
Hoot,19200000.0,10390575.36,137422.08000000002,10527997.44
Flyboys,76800000.0,16756006.4,6102309.12,22858315.52
The Hills Have Eyes,19200000.0,53476944.64,36134513.92,89611458.56
Inside Man,57600000.0,113297273.60000001,124787322.88,238084596.48000002
Pulse,26240000.0,25938478.080000002,12343358.72,38281836.800000004
The Pursuit of Happyness,70400000.0,209365067.52,183758292.48,393123360.0
She's the Man,25600000.0,43188650.24,30020523.52,73209173.76
Turistas,12800000.0,8995535.36,9892801.28,18888336.64
The Last King of Scotland,7680000.0,22536555.52,39694728.96,62231284.480000004
Madea's Family Reunion,7680000.0,81047040.0,65201.92,81112241.92
When a Stranger Calls,19200000.0,61261073.92,24578443.52,85839517.44
John Tucker Must Die,23040000.0,52494990.08,35626321.92,88121312.0
Pan's Labyrinth,24320000.0,48172307.2,59156034.56,107328341.76
Nacho Libre,44800000.0,102653431.04,24393557.76,127046988.8
The Holiday,108800000.0,80927806.72,182549806.08,263477612.8
The Devil Wears Prada,44800000.0,159667788.8,260036198.4,419703987.2
Black Snake Moan,19200000.0,12027993.6,1933587.2,13961580.8
The Hoax,32000000.0,9171193.6,5897556.48,15068750.08
Step Up,15360000.0,83619994.88,62553114.88,146173109.76
"You, Me and Dupree",69120000.0,96803980.8,70401015.04,167204995.84
American Dreamz,21760000.0,9205542.4,12114269.44,21319811.84
Date Movie,25600000.0,62141985.28,47616778.24,109758763.52
The Omen,32000000.0,69897450.24,83670513.92,153567964.16
The Astronaut Farmer,16640000.0,14084663.040000001,162874.88,14247537.92
World Trade Center,83200000.0,89956983.04,118999430.4,208956413.44
Apocalypto,51200000.0,65109292.800000004,89352437.76,154461730.56
United 93,19200000.0,40298816.0,57878027.52,98176843.52
Smokin' Aces,21760000.0,45808238.08,27449847.04,73258085.12
Vitus,3200000.0,239974.4,7541857.28,7781831.68
Rocky Balboa,30720000.0,89946807.04,109642338.56,199589145.6
Crank,15360000.0,35633162.24,19318570.240000002,54951732.480000004
Bella,4224000.0,10330287.36,5136331.5200000005,15466618.88
The Prestige,51200000.0,67955060.48,72430617.60000001,140385678.08
Thr3e,3072000.0,1291326.72,526808.3200000001,1818135.04
Unaccompanied Minors,32000000.0,21318686.72,6776332.8,28095019.52
Saw III,12800000.0,102705566.72,108333505.28,211039072.0
Jackass Number Two,14720000.0,93156751.36,15189058.56,108345809.92
Letters from Iwo Jima,24320000.0,17607784.96,70293946.88,87901731.84
The Nativity Story,44800000.0,48166183.68,11267114.24,59433297.92
Facing the Giants,128000.0,13028263.68,165959.68,13194223.36
Death of a President,2560000.0,664430.08,448340.48,1112770.56
Awake,10750000.0,17971497.5,22941080.0,40912577.5
Ghost Rider,137500000.0,144753245.0,141169746.25,285922991.25
Rush Hour 3,175000000.0,175157460.0,147463942.5,322621402.5
Live Free or Die Hard,137500000.0,168161753.75,317033260.0,485195013.75
Dragon Wars: D-War,40000000.0,13722151.25,80163870.0,93886021.25
Harry Potter and the Order of the Phoenix,187500000.0,365441766.25,812113870.0,1177555637.5
3:10 to Yuma,68750000.0,67008645.0,20511630.0,87520275.0
Ratatouille,187500000.0,258057067.5,521600538.75,779657606.25
The Golden Compass,225000000.0,87634660.0,377658920.0,465293580.0
Sicko,11250000.0,30675098.75,14529611.25,45204710.0
30 Days of Night,37500000.0,49461250.0,44930212.5,94391462.5
Evan Almighty,218750000.0,125577872.5,92473032.5,218050905.0
Spider-Man 3,322500000.0,420662878.75,698066337.5,1118729216.25
Mongol: The Rise of Genghis Khan,22500000.0,7132201.25,26027186.25,33159387.5
Transformers,187500000.0,399057741.25,488079483.75,887137225.0
Charlie Bartlett,15000000.0,4939623.75,1629108.75,6568732.5
"Run, Fat Boy, Run",12500000.0,7504077.5,34325325.0,41829402.5
The Messengers,20000000.0,44218541.25,24606723.75,68825265.0
The Invasion,100000000.0,18842738.75,31370458.75,50213197.5
The Lookout,20000000.0,5750731.25,963245.0,6713976.25
The Kingdom,87500000.0,59420972.5,49352975.0,108773947.5
P.S. I Love You,37500000.0,67119760.0,128924413.75,196044173.75
The Bourne Ultimatum,137500000.0,284338837.5,270786206.25,555125043.75
Gracie,11250000.0,3695423.75,1087786.25,4783210.0
Beowulf,187500000.0,102850723.75,142641457.5,245492181.25
The Assassination of Jesse James by the Coward Robert Ford,37500000.0,4886436.25,13865783.75,18752220.0
Zodiac,81250000.0,41350105.0,64632287.5,105982392.5
Blades of Glory,76250000.0,148243185.0,33894748.75,182137933.75
Pathfinder,56250000.0,12790101.25,25940627.5,38730728.75
Pirates of the Caribbean: At World's End,375000000.0,386775531.25,814470083.75,1201245615.0
La Vie En Rose,31250000.0,12877132.5,94966358.75,107843491.25
1408,31250000.0,89982035.0,76222236.25,166204271.25
Gone Baby Gone,23750000.0,25366202.5,17899351.25,43265553.75
Vacancy,23750000.0,24204456.25,20099212.5,44303668.75
TMNT,42500000.0,67686372.5,52067272.5,119753645.0
Dead Silence,25000000.0,21011345.0,6966213.75,27977558.75
Enchanted,106250000.0,159759077.5,265850487.5,425609565.0
Code Name: The Cleaner,25000000.0,10168780.0,2753066.25,12921846.25
Grindhouse,83750000.0,31297371.25,480238.75,31777610.0
Freedom Writers,26250000.0,45757002.5,8111966.25,53868968.75
Shoot 'Em Up,48750000.0,16008923.75,17893873.75,33902797.5
Juno,9375000.0,179369081.25,111096770.0,290465851.25
Charlie Wilson's War,93750000.0,83326368.75,66027938.75,149354307.5
Norbit,75000000.0,119592008.75,80176103.75,199768112.5
Premonition,25000000.0,59815755.0,45555881.25,105371636.25
Rocket Science,7500000.0,893678.75,60793.75,954472.5
Knocked Up,37500000.0,185961146.25,88941875.0,274903021.25
I Am Legend,187500000.0,320491262.5,411271302.5,731762565.0
The Number 23,37500000.0,43991458.75,53105482.5,97096941.25
Fantastic 4: Rise of the Silver Surfer,162500000.0,164902172.5,212489241.25,377391413.75
Stardust,87500000.0,48293672.5,123600252.5,171893925.0
Disturbia,25000000.0,100262115.0,47380660.0,147642775.0
We Own the Night,26250000.0,35703973.75,33088235.0,68792208.75
Reno 911!: Miami,12500000.0,25427701.25,2098876.25,27526577.5
I Now Pronounce You Chuck & Larry,106250000.0,150074445.0,83843201.25,233917646.25
American Gangster,125000000.0,162705806.25,174488481.25,337194287.5
I Think I Love My Wife,13750000.0,15688256.25,1023953.75,16712210.0
Stomp the Yard,16250000.0,76695276.25,17693627.5,94388903.75
Mr. Brooks,25000000.0,35686622.5,24868045.0,60554667.5
Everybody Wants to Be Italian,3750000.0,439270.0,226637.5,665907.5
The Hills Have Eyes 2,18750000.0,26005207.5,21117008.75,47122216.25
Married Life,15000000.0,1884987.5,1725406.25,3610393.75
Lars and the Real Girl,15000000.0,7466105.0,6650973.75,14117078.75
"Lust, Caution",18750000.0,5756227.5,78108666.25,83864893.75
The Life Before Her Eyes,16250000.0,379298.75,8681313.75,9060612.5
Shooter,76250000.0,58754477.5,60866767.5,119621245.0
The Bucket List,56250000.0,116833127.5,102382500.0,219215627.5
A Mighty Heart,20000000.0,11470983.75,12289947.5,23760931.25
Walk Hard: The Dewey Cox Story,43750000.0,22896438.75,2823808.75,25720247.5
The Mist,22500000.0,31993696.25,39844078.75,71837775.0
Lions for Lambs,43750000.0,18753567.5,62260857.5,81014425.0
Once,187500.0,11799903.75,14370998.75,26170902.5
This Christmas,16250000.0,61402417.5,820772.5,62223190.0
Alvin and the Chipmunks,75000000.0,271658717.5,185031965.0,456690682.5
Babylon A.D.,84000000.0,27039086.4,59491953.6,86531040.0
Indiana Jones and the Kingdom of the Crystal Skull,222000000.0,380521342.8,568263387.6,948784730.4
Four Christmases,96000000.0,144175248.0,52760017.199999996,196935265.2
Iron Man,168000000.0,382324951.2,320114545.2,702439496.4
Journey to the Center of the Earth,72000000.0,122045244.0,171033981.6,293079225.59999996
Leatherheads,69600000.0,37648725.6,11934121.2,49582846.8
"Synecdoche, New York",24000000.0,3700245.6,1889835.5999999999,5590081.2
Bolt,180000000.0,136864294.79999998,235111698.0,371975992.8
Nim's Island,44400000.0,57608114.4,62517363.599999994,120125478.0
Hellboy II: The Golden Army,102000000.0,91183803.6,110799288.0,201983091.6
The Spiderwick Chronicles,108000000.0,85434063.6,111570328.8,197004392.4
Street Kings,24000000.0,31702400.4,48069235.199999996,79771635.6
The Curious Case of Benjamin Button,180000000.0,153011191.2,249952152.0,402963343.2
Get Smart,96000000.0,156383049.6,120439494.0,276822543.59999996
The Women,19200000.0,32282490.0,27726565.2,60009055.199999996
Kung Fu Panda,156000000.0,258521509.2,499573927.2,758095436.4
Vantage Point,48000000.0,86719567.2,95728291.2,182447858.4
"10,000 BC",126000000.0,113741041.2,210000000.0,323741041.2
The X Files: I Want to Believe,36000000.0,25178973.599999998,58057083.6,83236057.2
Hancock,180000000.0,273535528.8,481796584.8,755332113.6
Punisher: War Zone,42000000.0,9661172.4,2532619.1999999997,12193791.6
Death Race,54000000.0,43579238.4,47637963.6,91217202.0
How to Lose Friends & Alienate People,33600000.0,3334502.4,19647908.4,22982410.8
Australia,156000000.0,59464802.4,194680210.79999998,254145013.2
Outlander,60000000.0,199203.6,8242434.0,8441637.6
Rambo,60000000.0,51304926.0,84588222.0,135893148.0
Max Payne,42000000.0,48827271.6,55653044.4,104480316.0
The Other Boleyn Girl,42000000.0,32177948.4,61664247.599999994,93842196.0
The Dark Knight,222000000.0,642280839.6,563640000.0,1205920839.6
The Express,48000000.0,11752087.2,17661.6,11769748.799999999
21,42000000.0,97391238.0,94378806.0,191770044.0
One Missed Call,24000000.0,32268049.2,22749252.0,55017301.199999996
Harold & Kumar Escape from Guantanamo Bay,14400000.0,45730473.6,6464592.0,52195065.6
Pride and Glory,36000000.0,18888865.2,18551803.2,37440668.4
The Strangers,10800000.0,63117132.0,35775415.199999996,98892547.2
Jumper,102000000.0,96206553.6,173951982.0,270158535.59999996
Stop-Loss,30000000.0,13098892.799999999,356650.8,13455543.6
Wanted,90000000.0,161410261.2,249545414.39999998,410955675.59999996
Inkheart,72000000.0,20764108.8,54599707.199999996,75363816.0
"Welcome Home, Roscoe Jenkins",42000000.0,50923820.4,1462681.2,52386501.6
The Chronicles of Narnia: Prince Caspian,270000000.0,169945788.0,333652893.59999996,503598681.59999996
Body of Lies,84000000.0,47273599.199999996,91807477.2,139081076.4
Meet Dave,72000000.0,14163904.799999999,47443575.6,61607480.4
Fool's Gold,84000000.0,84277249.2,49200000.0,133477249.19999999
Gangster's Paradise: Jerusalema,2400000.0,8752.8,497158.8,505911.6
Mamma Mia!,62400000.0,173003596.79999998,558872569.1999999,731876166.0
Forgetting Sarah Marshall,36000000.0,75806955.6,51192952.8,126999908.39999999
The Incredible Hulk,180000000.0,161768295.6,155956899.6,317725195.2
Appaloosa,24000000.0,24253672.8,9001161.6,33254834.4
Speed Racer,144000000.0,52734919.199999996,60000000.0,112734919.2
The Love Guru,74400000.0,38682951.6,10370115.6,49053067.199999996
Bangkok Dangerous,54000000.0,18357759.599999998,32627108.4,50984868.0
Changeling,66000000.0,42887762.4,93190122.0,136077884.4
Quantum of Solace,240000000.0,202042112.4,505454466.0,707496578.4
The House Bunny,30000000.0,57884866.8,26642768.4,84527635.2
The Mummy: Tomb of the Dragon Emperor,174000000.0,122990131.19999999,361149664.8,484139796.0
Blindness,30000000.0,4022101.1999999997,19791873.599999998,23813974.8
Made of Honor,48000000.0,55215280.8,72473925.6,127689206.39999999
Frost/Nixon,30000000.0,22346437.2,10565164.799999999,32911602.0
Baby Mama,36000000.0,72593054.39999999,4740601.2,77333655.6
Untraceable,42000000.0,34425402.0,29094813.599999998,63520215.599999994
Burn After Reading,44400000.0,72426416.39999999,124048266.0,196474682.4
The Hurt Locker,18000000.0,20421373.2,38655553.199999996,59076926.4
The Good the Bad the Weird,12000000.0,154183.19999999998,52959267.6,53113450.8
Pineapple Express,32400000.0,104809656.0,17140155.599999998,121949811.6
Doubt,24000000.0,40135764.0,21904216.8,62039980.8
Prom Night,24000000.0,52643220.0,15994231.2,68637451.2
Taken,30000000.0,174001186.79999998,98204125.2,272205312.0
Tropic Thunder,110400000.0,132618375.6,102224997.6,234843373.2
The Happening,57600000.0,77408248.8,118676310.0,196084558.79999998
Revolutionary Road,42000000.0,27493776.0,63683640.0,91177416.0
Bedtime Stories,96000000.0,132122370.0,123327466.8,255449836.79999998
High School Musical 3,13200000.0,108671299.2,194819713.2,303491012.4
City of Ember,66000000.0,9447608.4,12068012.4,21515620.8
The Day the Earth Stood Still,96000000.0,95240373.6,184472257.2,279712630.8
The Reader,38400000.0,41033288.4,89649694.8,130682983.19999999
Nick and Norah's Infinite Playlist,12000000.0,37784751.6,2483205.6,40267957.199999996
Valkyrie,90000000.0,99693399.6,142161220.79999998,241854620.39999998
Traitor,26400000.0,28236997.2,4973019.6,33210016.799999997
27 Dresses,36000000.0,92170384.8,103016036.39999999,195186421.2
Ghost Town,24000000.0,16041148.799999999,16467042.0,32508190.799999997
Sex and the City,78000000.0,183176709.6,319341675.59999996,502518385.2
Zack and Miri Make a Porno,28800000.0,37749535.199999996,13591677.6,51341212.8
Slumdog Millionaire,18000000.0,169583913.6,284041748.4,453625662.0
Redbelt,8400000.0,2815129.1999999997,393778.8,3208908.0
Milk,24000000.0,38209558.8,27297910.8,65507469.599999994
The Sisterhood of the Traveling Pants 2,32400000.0,52907956.8,314943.6,53222900.4
Never Back Down,24000000.0,29821106.4,20131810.8,49952917.199999996
Swing Vote,25200000.0,19547840.4,1614636.0,21162476.4
The Rocker,18000000.0,7691433.6,2879288.4,10570722.0
What Happens in Vegas,42000000.0,96333175.2,166917499.2,263250674.39999998
Defiance,38400000.0,34373775.6,27141525.599999998,61515301.199999996
Righteous Kill,72000000.0,48097692.0,47300923.199999996,95398615.2
Cadillac Records,14400000.0,9834661.2,825711.6,10660372.799999999
My Best Friend's Girl,24000000.0,23063100.0,26886524.4,49949624.4
Miracle at St. Anna,54000000.0,9502940.4,1697444.4,11200384.799999999
Eagle Eye,96000000.0,121728891.6,92791968.0,214520859.6
Yes Man,84000000.0,117229171.2,150660793.2,267889964.39999998
Twilight,44400000.0,232754967.6,257354640.0,490109607.59999996
Hamlet 2,10800000.0,5863459.2,46886.4,5910345.6
The Wrestler,7200000.0,31485891.599999998,22195700.4,53681592.0
Fireproof,600000.0,40147580.4,20376.0,40167956.4
Saw V,12960000.0,68096122.8,68540748.0,136636870.79999998
Sex Drive,22800000.0,10082982.0,12424141.2,22507123.2
W.,30120000.0,30641391.599999998,4831312.8,35472704.4
Me and Orson Welles,30000000.0,1428003.5999999999,1375402.8,2803406.4
Coraline,72600000.0,91096337.09,59665835.68,150762172.76999998
The Box,36300000.0,18212892.169999998,22121460.79,40334352.96
Whiteout,42350000.0,12433521.98,9318245.09,21751767.07
Astro Boy,78650000.0,23656791.07,24606461.99,48263253.059999995
The Lovely Bones,78650000.0,53378220.72,59903600.68,113281821.39999999
